               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 112,              1.9346,              1.4638,              1.2584,             0.42729,             0.31745,             0.31494,              0.1816,                   0,                   0,                   0,           0.0078022,           0.0078022,           0.0078022
                 113,              1.9416,               1.462,              1.2605,             0.42765,              0.3163,             0.31552,              0.1818,                   0,                   0,                   0,           0.0077824,           0.0077824,           0.0077824
                 114,              1.9308,              1.4586,              1.2562,             0.42962,              0.3163,             0.31583,             0.18182,                   0,                   0,                   0,           0.0077626,           0.0077626,           0.0077626
                 115,              1.9425,               1.467,              1.2583,             0.43336,              0.3166,             0.31636,             0.18223,                   0,                   0,                   0,           0.0077428,           0.0077428,           0.0077428
                 116,              1.9346,              1.4586,              1.2552,             0.43349,              0.3164,             0.31627,             0.18266,                   0,                   0,                   0,            0.007723,            0.007723,            0.007723
                 117,               1.928,              1.4545,               1.259,             0.43472,             0.31526,             0.31599,             0.18245,                   0,                   0,                   0,           0.0077032,           0.0077032,           0.0077032
                 118,              1.9254,              1.4522,              1.2552,             0.43387,             0.31614,             0.31641,             0.18238,                   0,                   0,                   0,           0.0076834,           0.0076834,           0.0076834
                 119,               1.929,               1.454,              1.2544,             0.43903,             0.31602,             0.31643,             0.18217,                   0,                   0,                   0,           0.0076636,           0.0076636,           0.0076636
                 120,              1.9299,              1.4506,              1.2499,             0.43693,             0.31661,             0.31709,              0.1826,                   0,                   0,                   0,           0.0076438,           0.0076438,           0.0076438
                 121,              1.9438,              1.4598,              1.2566,              0.4316,             0.31806,             0.31725,             0.18256,                   0,                   0,                   0,            0.007624,            0.007624,            0.007624
                 122,              1.9332,              1.4507,              1.2599,              0.4334,              0.3179,             0.31785,             0.18291,                   0,                   0,                   0,           0.0076042,           0.0076042,           0.0076042
                 123,              1.9393,              1.4516,              1.2512,             0.43683,             0.31717,             0.31807,             0.18296,                   0,                   0,                   0,           0.0075844,           0.0075844,           0.0075844
                 124,              1.9388,              1.4555,              1.2593,             0.44263,             0.31403,             0.31818,             0.18333,                   0,                   0,                   0,           0.0075646,           0.0075646,           0.0075646
                 125,               1.915,              1.4461,               1.257,             0.43871,             0.31536,             0.31781,             0.18345,                   0,                   0,                   0,           0.0075448,           0.0075448,           0.0075448
